source,target,relationship_type,method,confidence,evidence
f69936f0-6937-11f1-a48d-29bc6b0fd706,doc_155_2020_NĐ_CP,THAM_CHIEU,Rule-based Trigger,0.95,úng thực hiện thông báo thay đổi tỷ lệ sở hữu nước ngoài tối đa không đúng thời gian quy định tại Điều 141 Nghị định số 155/2020/NĐ-CP ngày 31 tháng 12 năm 2020 của Chính phủ quy định chi tiết thi hành một số điều của Luật Chứng khoán. 2. Phạt tiền từ 50
f69936f0-6937-11f1-a48d-29bc6b0fd706,doc_108_2013_NĐ_CP,THAM_CHIEU,Rule-based Trigger,0.95,NH [180] Điều 52. Hiệu lực thi hành 1. Nghị định này có hiệu lực thi hành từ ngày 01 tháng 01 năm 2021. 2. Nghị định số 108/2013/NĐ-CP ngày 23 tháng 9 năm 2013 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứ
f69936f0-6937-11f1-a48d-29bc6b0fd706,doc_145_2016_NĐ_CP,THAM_CHIEU,Rule-based Trigger,0.95,"của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán và Nghị định số 145/2016/NĐ-CP ngày 01 tháng 11 năm 2016 của Chính phủ sửa đổi, bổ sung một số điều của Nghị định số 108/2013/NĐ-CP ngày 23 tháng 9 nă"
f69936f0-6937-11f1-a48d-29bc6b0fd706,doc_108_2013_NĐ_CP,SUA_DOI_BO_SUNG,Rule-based Trigger,0.95,"án và Nghị định số 145/2016/NĐ-CP ngày 01 tháng 11 năm 2016 của Chính phủ sửa đổi, bổ sung một số điều của Nghị định số 108/2013/NĐ-CP ngày 23 tháng 9 năm 2013 của Chính phủ quy định xử phạt vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứ"
30402,26750,THAM_CHIEU,Rule-based Trigger,0.95,quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán ___________________ Căn cứ Luật Kiểm toán độc lập số 67/2011/QH12 ngày 29 tháng 3 năm 2011; Căn cứ Nghị định số 17/2012/NĐ-CP ngày 13/3/2012 của Chính phủ quy định chi tiết và hướng dẫn
30402,doc_17_2012_NĐ_CP,THAM_CHIEU,Rule-based Trigger,0.95,ểm toán ___________________ Căn cứ Luật Kiểm toán độc lập số 67/2011/QH12 ngày 29 tháng 3 năm 2011; Căn cứ Nghị định số 17/2012/NĐ-CP ngày 13/3/2012 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Luật kiểm toán độc lập; Căn cứ Ngh
30402,doc_13_3,THAM_CHIEU,Rule-based Trigger,0.95,________ Căn cứ Luật Kiểm toán độc lập số 67/2011/QH12 ngày 29 tháng 3 năm 2011; Căn cứ Nghị định số 17/2012/NĐ-CP ngày 13/3/2012 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Luật kiểm toán độc lập; Căn cứ Nghị định số
30402,doc_118_2008_NĐ_CP,THAM_CHIEU,Rule-based Trigger,0.95,"/2012 của Chính phủ quy định chi tiết và hướng dẫn thi hành một số điều của Luật kiểm toán độc lập; Căn cứ Nghị định số 118/2008/NĐ-CP ngày 27/11/2008 của Chính phủ Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Bộ Tài chính; Theo đề nghị"
30402,doc_27_11,THAM_CHIEU,Rule-based Trigger,0.95,"quy định chi tiết và hướng dẫn thi hành một số điều của Luật kiểm toán độc lập; Căn cứ Nghị định số 118/2008/NĐ-CP ngày 27/11/2008 của Chính phủ Quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Bộ Tài chính; Theo đề nghị của Vụ trưở"
30402,doc_01_ĐKHN,THAM_CHIEU,Rule-based Trigger,0.95,ký hành nghề kiểm toán 1. Đơn đề nghị cấp Giấy chứng nhận đăng ký hành nghề kiểm toán theo mẫu quy định tại Phụ lục số 01/ĐKHN ban hành kèm theo Thông tư này. 2. Bản sao hợp đồng lao động làm toàn bộ thời gian tại doanh nghiệp kiểm toán. 3. Giấy
30402,doc_04_ĐKHN,THAM_CHIEU,Rule-based Trigger,0.95,i gian tại doanh nghiệp kiểm toán. 3. Giấy xác nhận về thời gian thực tế làm kiểm toán theo mẫu quy định tại Phụ lục số 04/ĐKHN ban hành kèm theo Thông tư này hoặc tài liệu chứng minh về thời gian thực tế làm kiểm toán hoặc Bản giải trình kèm theo
30402,doc_05_ĐKHN,THAM_CHIEU,Rule-based Trigger,0.95,toán (trừ các trường hợp quy định tại Điều 16 Thông tư này). 4. Bản thông tin cá nhân theo mẫu quy định tại Phụ lục số 05/ĐKHN ban hành kèm theo Thông tư này. 5. Phiếu lý lịch tư pháp do cơ quan có thẩm quyền cấp trong thời hạn không quá sáu (06)
30402,doc_06_ĐKHN,THAM_CHIEU,Rule-based Trigger,0.95,n đăng ký hành nghề kiểm toán cho các kiểm toán viên đăng ký hành nghề tại đơn vị mình theo mẫu quy định tại Phụ lục số 06/ĐKHN ban hành kèm theo Thông tư này kèm theo hồ sơ đăng ký hành nghề của từng kiểm toán viên. Hồ sơ gửi trực tiếp hoặc gửi q
30402,doc_31_12,THAM_CHIEU,Rule-based Trigger,0.95,ề kiểm toán. 2. Giấy chứng nhận đăng ký hành nghề kiểm toán có thời hạn tối đa là 5 năm (60 tháng) nhưng không quá ngày 31/12 của năm thứ năm kể từ năm bắt đầu có hiệu lực của Giấy chứng nhận đăng ký hành nghề kiểm toán. 3. Mẫu Giấy chứng nhận đ
30402,doc_07_ĐKHN,THAM_CHIEU,Rule-based Trigger,0.95,chứng nhận đăng ký hành nghề kiểm toán. 3. Mẫu Giấy chứng nhận đăng ký hành nghề kiểm toán được quy định tại Phụ lục số 07/ĐKHN ban hành kèm theo Thông tư này. Điều 7. Cấp và sử dụng Giấy chứng nhận đăng ký hành nghề kiểm toán 1. Kiểm toán viên hà
30402,doc_02_ĐKHN,THAM_CHIEU,Rule-based Trigger,0.95,t thời hạn bao gồm: a) Đơn đề nghị cấp lại Giấy chứng nhận đăng ký hành nghề kiểm toán theo mẫu quy định tại Phụ lục số 02/ĐKHN ban hành kèm theo Thông tư này; b) 02 ảnh màu 3x4cm được chụp trên nền trắng trong thời hạn không quá sáu (06) tháng tí
30402,doc_03_ĐKHN,THAM_CHIEU,Rule-based Trigger,0.95,ểm toán bao gồm: a) Đơn đề nghị điều chỉnh Giấy chứng nhận đăng ký hành nghề kiểm toán theo mẫu quy định tại Phụ lục số 03/ĐKHN ban hành kèm theo Thông tư này; b) 02 ảnh màu 3x4cm được chụp trên nền trắng trong thời hạn không quá sáu (06) tháng tí
30402,doc_31_8,THAM_CHIEU,Rule-based Trigger,0.95,"m toán quy định tại khoản 3 Điều 9 Thông tư này. Điều 14. Trách nhiệm của kiểm toán viên hành nghề 1. Chậm nhất là ngày 31/8 hàng năm, kiểm toán viên hành nghề phải gửi Báo cáo duy trì điều kiện hành nghề kiểm toán hàng năm cho Bộ Tài chính thô"
30402,doc_10_ĐKHN,THAM_CHIEU,Rule-based Trigger,0.95,ều kiện hành nghề kiểm toán hàng năm cho Bộ Tài chính thông qua doanh nghiệp kiểm toán theo mẫu quy định tại Phụ lục số 10/ĐKHN ban hành kèm theo Thông tư này. 2. Thông báo bằng văn bản cho Bộ Tài chính chậm nhất là 15 ngày kể từ ngày Giấy chứng n
30402,doc_08_ĐKHN,THAM_CHIEU,Rule-based Trigger,0.95,"iá trị đối với các trường hợp quy định tại điểm d, đ, e, h khoản 1 Điều 8 Thông tư này theo mẫu quy định tại Phụ lục số 08/ĐKHN ban hành kèm theo Thông tư này. 3. Có văn bản gửi doanh nghiệp kiểm toán về việc không tiếp tục hành nghề kiểm toán the"
30402,doc_11_ĐKHN,THAM_CHIEU,Rule-based Trigger,0.95,hành nghề kiểm toán hàng năm của các kiểm toán viên đăng ký hành nghề tại đơn vị mình theo mẫu quy định tại Phụ lục số 11/ĐKHN ban hành kèm theo Thông tư này kèm theo Báo cáo duy trì điều kiện hành nghề kiểm toán hàng năm của từng kiểm toán viên
30402,doc_09_ĐKHN,THAM_CHIEU,Rule-based Trigger,0.95,giữa trụ sở chính với các chi nhánh hoặc giữa các chi nhánh của doanh nghiệp kiểm toán theo mẫu quy định tại Phụ lục số 09/ĐKHN ban hành kèm theo Thông tư này. 7. Trường hợp Giấy chứng nhận đăng ký hành nghề kiểm toán còn thời hạn nhưng hợp đồng l
30402,doc_01_01,THAM_CHIEU,Rule-based Trigger,0.95,"g thời hạn ba năm, kể từ ngày Luật Kiểm toán độc lập có hiệu lực, người đã được cấp chứng chỉ kiểm toán viên trước ngày 01/01/2012 được đăng ký hành nghề kiểm toán theo quy định của Thông tư này mà không cần bảo đảm điều kiện về thời gian thực t"
30402,doc_01_3,THAM_CHIEU,Rule-based Trigger,0.95,định tại điểm b khoản 1 Điều 3 Thông tư này. Điều 17. Hiệu lực thi hành 1. Thông tư này có hiệu lực thi hành kể từ ngày 01/3/2013. 2. Kiểm toán viên đã đăng ký hành nghề cho năm 2013 trước ngày 01/3/2013 chỉ được ký báo cáo kiểm toán và báo cáo
30402,doc_30_6,THAM_CHIEU,Rule-based Trigger,0.95,"nghề cho năm 2013 trước ngày 01/3/2013 chỉ được ký báo cáo kiểm toán và báo cáo kết quả công tác soát xét đến hết ngày 30/6/2013. 3. Từ ngày 01/7/2013 trở đi, chỉ có các kiểm toán viên hành nghề được cấp Giấy chứng nhận đăng ký hành nghề kiểm"
30402,doc_01_7,THAM_CHIEU,Rule-based Trigger,0.95,"ớc ngày 01/3/2013 chỉ được ký báo cáo kiểm toán và báo cáo kết quả công tác soát xét đến hết ngày 30/6/2013. 3. Từ ngày 01/7/2013 trở đi, chỉ có các kiểm toán viên hành nghề được cấp Giấy chứng nhận đăng ký hành nghề kiểm toán theo quy định tại"
30402,doc_64_2004_TT_BTC,THAM_CHIEU,Rule-based Trigger,0.95,quy định về đăng ký hành nghề kiểm toán của kiểm toán viên và quản lý kiểm toán viên hành nghề quy định tại Thông tư số 64/2004/TT-BTC ngày 29/6/2004 hướng dẫn thi hành một số điều của Nghị định số 105/2004/NĐ-CP ngày 30/3/2004 của Chính phủ về kiểm toán
30402,doc_29_6,THAM_CHIEU,Rule-based Trigger,0.95,hành nghề kiểm toán của kiểm toán viên và quản lý kiểm toán viên hành nghề quy định tại Thông tư số 64/2004/TT-BTC ngày 29/6/2004 hướng dẫn thi hành một số điều của Nghị định số 105/2004/NĐ-CP ngày 30/3/2004 của Chính phủ về kiểm toán độc lập h
30402,doc_105_2004_NĐ_CP,THAM_CHIEU,Rule-based Trigger,0.95,n viên hành nghề quy định tại Thông tư số 64/2004/TT-BTC ngày 29/6/2004 hướng dẫn thi hành một số điều của Nghị định số 105/2004/NĐ-CP ngày 30/3/2004 của Chính phủ về kiểm toán độc lập hết hiệu lực kể từ ngày Thông tư này có hiệu lực thi hành. Điều 18. T
30402,doc_30_3,THAM_CHIEU,Rule-based Trigger,0.95,định tại Thông tư số 64/2004/TT-BTC ngày 29/6/2004 hướng dẫn thi hành một số điều của Nghị định số 105/2004/NĐ-CP ngày 30/3/2004 của Chính phủ về kiểm toán độc lập hết hiệu lực kể từ ngày Thông tư này có hiệu lực thi hành. Điều 18. Tổ chức thự
173460,doc_102_2022_NĐ_CP,THAM_CHIEU,Rule-based Trigger,0.95,"nước Việt Nam ngày 16 tháng 6 năm 2010; Căn cứ Luật Các tổ chức tín dụng ngày 18 tháng 01 năm 2024; Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nướ"
173460,doc_162_2024_NĐ_CP,THAM_CHIEU,Rule-based Trigger,0.95,"hính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam; Căn cứ Nghị định số 162/2024/NĐ-CP ngày 20 tháng 12 năm 2024 của Chính phủ quy định điều kiện cấp Giấy phép đối với quỹ tín dụng nhân dân, tổ chức tài chí"
27257,25692,THAM_CHIEU,Rule-based Trigger,0.95,"bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Luật Các tổ chức tín dụng số 47/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Nghị định s"
27257,doc_47_2010_QH12,THAM_CHIEU,Rule-based Trigger,0.95,"i Căn cứ Luật Ngân hàng Nhà nước Việt Nam số 46/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Luật Các tổ chức tín dụng số 47/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Nghị định số 96/2008/NĐ-CP ngày 26/8/2008 của Chính phủ quy định chức năng, nhiệm vụ,"
27257,doc_96_2008_NĐ_CP,THAM_CHIEU,Rule-based Trigger,0.95,"gày 16 tháng 6 năm 2010; Căn cứ Luật Các tổ chức tín dụng số 47/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Nghị định số 96/2008/NĐ-CP ngày 26/8/2008 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam;"
27257,doc_26_8,THAM_CHIEU,Rule-based Trigger,0.95,"2010; Căn cứ Luật Các tổ chức tín dụng số 47/2010/QH12 ngày 16 tháng 6 năm 2010; Căn cứ Nghị định số 96/2008/NĐ-CP ngày 26/8/2008 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nước Việt Nam; Ngân hàng"
27257,doc_36_2006_QĐ_NHNN,THAM_CHIEU,Rule-based Trigger,0.95,"này. Điều 39. Hiệu lực thi hành 1. Thông tư này có hiệu lực thi hành kể từ ngày 12 tháng 02 năm 2012. 2. Quyết định số 36/2006/QĐ-NHNN ngày 01/8/2006 của Thống đốc Ngân hàng Nhà nước ban hành Quy chế kiểm tra, kiểm soát nội bộ của tổ chức tín dụng và Quy"
27257,doc_01_8,THAM_CHIEU,Rule-based Trigger,0.95,"ực thi hành 1. Thông tư này có hiệu lực thi hành kể từ ngày 12 tháng 02 năm 2012. 2. Quyết định số 36/2006/QĐ-NHNN ngày 01/8/2006 của Thống đốc Ngân hàng Nhà nước ban hành Quy chế kiểm tra, kiểm soát nội bộ của tổ chức tín dụng và Quyết định số"
27257,doc_37_2006_QĐ_NHNN,THAM_CHIEU,Rule-based Trigger,0.95,"2006 của Thống đốc Ngân hàng Nhà nước ban hành Quy chế kiểm tra, kiểm soát nội bộ của tổ chức tín dụng và Quyết định số 37/2006/QĐ-NHNN ngày 01/8/2006 của Thống đốc Ngân hàng Nhà nước ban hành Quy chế kiểm toán nội bộ của tổ chức tín dụng hết hiệu lực kể"
143217,doc_88_2015_QH,THAM_CHIEU,Rule-based Trigger,0.95,y 10 tháng 7 năm 2020 THÔNG TƯ Ban hành Quy chế mẫu về kiểm toán nội bộ áp dụng cho doanh nghiệp Căn cứ Luật kế toán số 88/2015/QH 13 ngày 20 tháng 11 năm 2015; Căn cứ Nghị định số 05/2019/NĐ-CP ngày 22 thảng 01 năm 2019 của Chính phủ về kiếm toán nộ
143217,133858,THAM_CHIEU,Rule-based Trigger,0.95,oán nội bộ áp dụng cho doanh nghiệp Căn cứ Luật kế toán số 88/2015/QH 13 ngày 20 tháng 11 năm 2015; Căn cứ Nghị định số 05/2019/NĐ-CP ngày 22 thảng 01 năm 2019 của Chính phủ về kiếm toán nội bộ; Căn cứ Nghị định số 87/2017/NĐ-CP ngày 26 tháng 7 năm 2017
143217,doc_87_2017_NĐ_CP,THAM_CHIEU,Rule-based Trigger,0.95,"015; Căn cứ Nghị định số 05/2019/NĐ-CP ngày 22 thảng 01 năm 2019 của Chính phủ về kiếm toán nội bộ; Căn cứ Nghị định số 87/2017/NĐ-CP ngày 26 tháng 7 năm 2017 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tố chức của Bộ Tài chính; Theo"
168859,doc_102_2022_NĐ_CP,THAM_CHIEU,Rule-based Trigger,0.95,"ật Các tổ chức tín dụng ngày 18 tháng 01 năm 2024; Căn cứ Luật Hợp tác xã ngày 17 tháng 6 năm 2023; Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nướ"
168859,doc_01_7,THAM_CHIEU,Rule-based Trigger,0.95,"kề với xã nơi quỹ tín dụng nhân dân đặt trụ sở chính thuộc phạm vi một tỉnh, thành phố trực thuộc Trung ương trước ngày 01/7/2024 được duy trì địa bàn hoạt động hiện tại khi đáp ứng các điều kiện sau: a) Có từ 300 thành viên trở lên; b) Giá trị"
168859,doc_06_2007_TT_NHNN,THAM_CHIEU,Rule-based Trigger,0.95,"hân dân hoạt động theo ngành nghề, quỹ tín dụng nhân dân hoạt động theo từng doanh nghiệp được quy định tại Thông tư số 06/2007/TT-NHNN ngày 06 tháng 11 năm 2007 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ sung Thông tư số 08/2005/TT-NHNN ngày 30 tháng 1"
168859,doc_08_2005_TT_NHNN,SUA_DOI_BO_SUNG,Rule-based Trigger,0.95,"tại Thông tư số 06/2007/TT-NHNN ngày 06 tháng 11 năm 2007 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ sung Thông tư số 08/2005/TT-NHNN ngày 30 tháng 12 năm 2005 của Ngân hàng Nhà nước hướng dẫn thực hiện Nghị định số 48/2001/NĐ-CP ngày 13/8/2001 về tổ ch"
168859,doc_48_2001_NĐ_CP,SUA_DOI_BO_SUNG,Rule-based Trigger,0.95,", bổ sung Thông tư số 08/2005/TT-NHNN ngày 30 tháng 12 năm 2005 của Ngân hàng Nhà nước hướng dẫn thực hiện Nghị định số 48/2001/NĐ-CP ngày 13/8/2001 về tổ chức và hoạt động của quỹ tín dụng nhân dân và Nghị định số 69/2005/NĐ-CP ngày 26 tháng 5 năm 2005"
168859,doc_13_8,THAM_CHIEU,Rule-based Trigger,0.95,số 08/2005/TT-NHNN ngày 30 tháng 12 năm 2005 của Ngân hàng Nhà nước hướng dẫn thực hiện Nghị định số 48/2001/NĐ-CP ngày 13/8/2001 về tổ chức và hoạt động của quỹ tín dụng nhân dân và Nghị định số 69/2005/NĐ-CP ngày 26 tháng 5 năm 2005 của Chính
168859,doc_69_2005_NĐ_CP,THAM_CHIEU,Rule-based Trigger,0.95,"n thực hiện Nghị định số 48/2001/NĐ-CP ngày 13/8/2001 về tổ chức và hoạt động của quỹ tín dụng nhân dân và Nghị định số 69/2005/NĐ-CP ngày 26 tháng 5 năm 2005 của Chính phủ về việc sửa đổi, bổ sung một số điều của Nghị định số 48/2001/NĐ-CP ngày 13 thán"
168859,doc_01_01,THAM_CHIEU,Rule-based Trigger,0.95,n đã ký kết cho đến hết thời hạn của hợp đồng cho vay. 2. Sổ tiết kiệm do quỹ tín dụng nhân dân đã phát hành trước ngày 01/01/2020 cho khách hàng được tiếp tục sử dụng đến khi đến hạn của khoản tiền gửi tiết kiệm (trừ trường hợp đến hạn của khoả
168859,doc_04_2015_TT_NHNN,THAM_CHIEU,Rule-based Trigger,0.95,Hiệu lực thi hành 1. Thông tư này có hiệu lực thi hành từ ngày 01 tháng 7 năm 2024. 2. Thông tư này bãi bỏ: a) Thông tư 04/2015/TT-NHNN ngày 31/03/2015 của Thống đốc Ngân hàng Nhà nước quy định về quỹ tín dụng nhân dân; b) Thông tư số 06/2017/TT-NHNN ngày
168859,doc_31_03,THAM_CHIEU,Rule-based Trigger,0.95,Thông tư này có hiệu lực thi hành từ ngày 01 tháng 7 năm 2024. 2. Thông tư này bãi bỏ: a) Thông tư 04/2015/TT-NHNN ngày 31/03/2015 của Thống đốc Ngân hàng Nhà nước quy định về quỹ tín dụng nhân dân; b) Thông tư số 06/2017/TT-NHNN ngày 05/7/2017
168859,doc_06_2017_TT_NHNN,THAM_CHIEU,Rule-based Trigger,0.95,"g tư 04/2015/TT-NHNN ngày 31/03/2015 của Thống đốc Ngân hàng Nhà nước quy định về quỹ tín dụng nhân dân; b) Thông tư số 06/2017/TT-NHNN ngày 05/7/2017 của Thống đốc Ngân hàng sửa đổi, bổ sung một số điều của Thông tư số 03/2014/TT-NHNN ngày 23/01/2014 của"
168859,doc_05_7,THAM_CHIEU,Rule-based Trigger,0.95,"ngày 31/03/2015 của Thống đốc Ngân hàng Nhà nước quy định về quỹ tín dụng nhân dân; b) Thông tư số 06/2017/TT-NHNN ngày 05/7/2017 của Thống đốc Ngân hàng sửa đổi, bổ sung một số điều của Thông tư số 03/2014/TT-NHNN ngày 23/01/2014 của Thống đốc"
168859,doc_03_2014_TT_NHNN,SUA_DOI_BO_SUNG,Rule-based Trigger,0.95,"dân; b) Thông tư số 06/2017/TT-NHNN ngày 05/7/2017 của Thống đốc Ngân hàng sửa đổi, bổ sung một số điều của Thông tư số 03/2014/TT-NHNN ngày 23/01/2014 của Thống đốc Ngân hàng Nhà nước quy định về quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân và Thôn"
168859,doc_23_01,SUA_DOI_BO_SUNG,Rule-based Trigger,0.95,"6/2017/TT-NHNN ngày 05/7/2017 của Thống đốc Ngân hàng sửa đổi, bổ sung một số điều của Thông tư số 03/2014/TT-NHNN ngày 23/01/2014 của Thống đốc Ngân hàng Nhà nước quy định về quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân và Thông tư số 04/"
168859,doc_21_2019_TT_NHNN,THAM_CHIEU,Rule-based Trigger,0.95,"ngày 31/03/2015 của Thống đốc Ngân hàng Nhà nước quy định về quỹ tín dụng nhân dân; c) Điều 2, khoản 1 Điều 6 Thông tư 21/2019/TT-NHNN ngày 14/11/2019 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ sung một số điều của các Thông tư quy định về ngân hàng hợ"
168859,doc_14_11,THAM_CHIEU,Rule-based Trigger,0.95,"Thống đốc Ngân hàng Nhà nước quy định về quỹ tín dụng nhân dân; c) Điều 2, khoản 1 Điều 6 Thông tư 21/2019/TT-NHNN ngày 14/11/2019 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ sung một số điều của các Thông tư quy định về ngân hàng hợp tác xã, q"
168859,doc_01_2023_TT_NHNN,THAM_CHIEU,Rule-based Trigger,0.95,"nh về ngân hàng hợp tác xã, quỹ tín dụng nhân dân và quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân; d) Thông tư số 01/2023/TT-NHNN ngày 01/3/2023 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ sung một số điều của Thông tư số 04/2015/TT-NHNN ngày 31/3/"
168859,doc_01_3,THAM_CHIEU,Rule-based Trigger,0.95,"ác xã, quỹ tín dụng nhân dân và quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân; d) Thông tư số 01/2023/TT-NHNN ngày 01/3/2023 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ sung một số điều của Thông tư số 04/2015/TT-NHNN ngày 31/3/2015 của T"
168859,doc_04_2015_TT_NHNN,SUA_DOI_BO_SUNG,Rule-based Trigger,0.95,"hông tư số 01/2023/TT-NHNN ngày 01/3/2023 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ sung một số điều của Thông tư số 04/2015/TT-NHNN ngày 31/3/2015 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về quỹ tín dụng nhân dân; đ) Điều 2 Thông tư số 24/20"
168859,doc_31_3,SUA_DOI_BO_SUNG,Rule-based Trigger,0.95,"-NHNN ngày 01/3/2023 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ sung một số điều của Thông tư số 04/2015/TT-NHNN ngày 31/3/2015 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về quỹ tín dụng nhân dân; đ) Điều 2 Thông tư số 24/2023/TT- NHN"
168859,doc_24_2023_TT_,THAM_CHIEU,Rule-based Trigger,0.95,"-NHNN ngày 31/3/2015 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định về quỹ tín dụng nhân dân; đ) Điều 2 Thông tư số 24/2023/TT- NHNN ngày 29/12/2023 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ sung một số điều của các Thông tư liên quan đến việc"
168859,doc_29_12,THAM_CHIEU,Rule-based Trigger,0.95,"ủa Thống đốc Ngân hàng Nhà nước Việt Nam quy định về quỹ tín dụng nhân dân; đ) Điều 2 Thông tư số 24/2023/TT- NHNN ngày 29/12/2023 của Thống đốc Ngân hàng Nhà nước sửa đổi, bổ sung một số điều của các Thông tư liên quan đến việc nộp. xuất trình,"
150974,doc_8_2021_TT_BTC,THAM_CHIEU,Rule-based Trigger,0.95,"BỘ TÀI CHÍNH CỘNG HOÀ XÃ HỘI CHỦ NGHĨA VIỆT NAM Độc lập - Tự do - Hạnh phúc Số: 8/2021/TT-BTC Hà Nội, ngày 25 tháng 01 năm 2021 THÔNG TƯ Ban hành chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề"
150974,doc_88_2015_QH13,THAM_CHIEU,Rule-based Trigger,0.95,bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp kiểm toán nội bộ ‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾ Căn cứ Luật kế toán số 88/2015/QH13 ngày 20 tháng 11 năm 2015; Căn cứ Nghị định 05/2019/NĐ-CP ngày 22 tháng 01 năm 2019 của Chính phủ về kiểm toán nội bộ;
150974,133858,THAM_CHIEU,Rule-based Trigger,0.95,oán nội bộ ‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾‾ Căn cứ Luật kế toán số 88/2015/QH13 ngày 20 tháng 11 năm 2015; Căn cứ Nghị định 05/2019/NĐ-CP ngày 22 tháng 01 năm 2019 của Chính phủ về kiểm toán nội bộ; Căn cứ Nghị định số 87/2017/NĐ-CP ngày 26 tháng 7 năm 2017
150974,doc_87_2017_NĐ_CP,THAM_CHIEU,Rule-based Trigger,0.95,"m 2015; Căn cứ Nghị định 05/2019/NĐ-CP ngày 22 tháng 01 năm 2019 của Chính phủ về kiểm toán nội bộ; Căn cứ Nghị định số 87/2017/NĐ-CP ngày 26 tháng 7 năm 2017 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Bộ Tài chính; Theo"
164719,117310,SUA_DOI_BO_SUNG,Rule-based Trigger,0.95,"– Hạnh phúc Số: 22/2023/TT-NHNN Hà Nội, ngày 29 tháng 12 năm 2023 THÔNG TƯ Sửa đổi, bổ sung một số điều của Thông tư số 41/2016/TT-NHNN ngày 30 tháng 12 năm 2016 của Thống đốc Ngân hàng Nhà nước Việt Nam quy định tỷ lệ an toàn vốn đối với ngân hàng, chi n"
164719,doc_102_2022_NĐ_CP,THAM_CHIEU,Rule-based Trigger,0.95,"2010 và Luật sửa đổi, bổ sung một số điều của Luật Các tổ chức tín dụng ngày 20 tháng 11 năm 2017; Căn cứ Nghị định số 102/2022/NĐ-CP ngày 12 tháng 12 năm 2022 của Chính phủ quy định chức năng, nhiệm vụ, quyền hạn và cơ cấu tổ chức của Ngân hàng Nhà nướ"
117310,164719,THAY_THE_BOI,Rule-based Trigger,0.98,"y định tại Thông tư này."" Điều 2. Thay thế Phụ lục 01, Phụ lục 02, Phụ lục 03, Phụ lục 04 và Phụ lục 06 của Thông tư số 41/2016/TT-NHNN bằng Phụ lục 01, Phụ lục 02, Phụ lục 03, Phụ lục 04 và Phụ lục 06 ban hành kèm theo Thông tư này. Điều 3. Trách nhiệm t"
