chunk_id,document_id,text,source_file,title,document_type,chapter,section,article,clause,effective_date,status,so_ky_hieu,co_quan_ban_hanh,ngay_ban_hanh,linh_vuc,nganh,nguoi_ky,chuc_danh,allowed_roles
168220_chunk_026,168220,3. Cho vay quỹ tín dụng nhân dân thành viên để xử lý khó khăn tạm thời về thanh khoản. Cho vay đặc biệt quỹ tín dụng nhân dân thành viên theo quy định của Thống đốc Ngân hàng Nhà nước về cho vay đặc biệt đối với tổ chức tín dụng được kiểm soát đặc biệt.,content.csv,"Thông tư số 27/2024/TT-NHNN Quy định về việc ngân hàng hợp tác xã, việc trích nộp, quản lý và sử dụng Quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân",Thông tư,Chương II,Mục 4,Điều 17,Khoản 3,01/07/2024,Hết hiệu lực một phần,27/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,28/06/2024,"Thanh tra, giám sát ngân hàng",Ngân hàng,Đào Minh Tú,Phó Thống đốc,"[""Admin"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff""]"
168220_chunk_027,168220,"4. Xây dựng, hỗ trợ phát triển và ứng dụng các sản phẩm, dịch vụ mới trong hoạt động của quỹ tín dụng nhân dân thành viên đáp ứng nhu cầu của các thành viên quỹ tín dụng nhân dân và phục vụ phát triển lợi ích cộng đồng trên địa bàn.",content.csv,"Thông tư số 27/2024/TT-NHNN Quy định về việc ngân hàng hợp tác xã, việc trích nộp, quản lý và sử dụng Quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân",Thông tư,Chương II,Mục 4,Điều 17,Khoản 4,01/07/2024,Hết hiệu lực một phần,27/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,28/06/2024,"Thanh tra, giám sát ngân hàng",Ngân hàng,Đào Minh Tú,Phó Thống đốc,"[""Admin"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff""]"
168220_chunk_028,168220,"5. Kiểm tra, giám sát quỹ tín dụng nhân dân theo yêu cầu của Ngân hàng Nhà nước về nội dung, phạm vi, thời hạn kiểm tra, giám sát theo các quy định sau:
a) Ngân hàng hợp tác xã có trách nhiệm xây dựng Quy chế kiểm tra, giám sát quỹ tín dụng nhân dân thành viên theo quy định tại khoản này và gửi Ngân hàng Nhà nước (Cơ quan Thanh tra, giám sát ngân hàng) có ý kiến trước khi quy chế này được ban hành hoặc sửa đổi, bổ sung. Trong thời hạn 07 ngày làm việc kể từ ngày Quy chế được ban hành hoặc sửa đổi, bổ sung, ngân hàng hợp tác xã phải gửi Ngân hàng Nhà nước (Cơ quan Thanh tra, giám sát ngân hàng) để thực hiện công tác thanh tra, giám sát.
b) Quy chế kiểm tra, giám sát quỹ tín dụng nhân dân thành viên phải được Hội đồng quản trị phê duyệt và đảm bảo có tối thiểu các nội dung sau:
(i) Đối tượng thực hiện kiểm tra, giám sát;
(ii) Phạm vi, nội dung, mục đích, nguyên tắc kiểm tra, giám sát;
(iii) Quy trình thực hiện kiểm tra, giám sát;
(iv) Thời hạn kiểm tra, giám sát;
(v) Quyền và trách nhiệm của các bên có liên quan.",content.csv,"Thông tư số 27/2024/TT-NHNN Quy định về việc ngân hàng hợp tác xã, việc trích nộp, quản lý và sử dụng Quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân",Thông tư,Chương II,Mục 4,Điều 17,Khoản 5,01/07/2024,Hết hiệu lực một phần,27/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,28/06/2024,"Thanh tra, giám sát ngân hàng",Ngân hàng,Đào Minh Tú,Phó Thống đốc,"[""Admin"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff""]"
168220_chunk_029,168220,"6. Thực hiện kiểm toán nội bộ đối với quỹ tín dụng nhân dân thành viên theo các quy định sau:
a) Đối tượng kiểm toán nội bộ:
Ngân hàng hợp tác xã thực hiện kiểm toán nội bộ đối với quỹ tín dụng nhân dân thành viên có tổng tài sản dưới 50 tỷ đồng trừ quỹ tín dụng nhân dân được can thiệp sớm, quỹ tín dụng nhân dân được kiểm soát đặc biệt;
b) Phạm vi, nội dung thực hiện kiểm toán nội bộ:
(i) Thực hiện kiểm toán một số nội dung tại báo cáo tài chính như: lỗ, lãi, giá trị thực của vốn điều lệ, quỹ dự trữ;
(ii) Quy trình cho vay, nhận tiền gửi;
c) Hằng năm, ngân hàng hợp tác xã xây dựng Kế hoạch thực hiện kiểm toán nội bộ báo cáo Ngân hàng Nhà nước cùng Kế hoạch kinh doanh hằng năm để Ngân hàng Nhà nước phê duyệt trước khi thực hiện;
d) Ngân hàng hợp tác xã có trách nhiệm xây dựng Quy chế kiểm toán nội bộ quỹ tín dụng nhân dân thành viên theo quy định tại khoản này và gửi Ngân hàng Nhà nước (Cơ quan Thanh tra, giám sát ngân hàng) trong thời hạn 07 ngày làm việc kể từ ngày quy chế được ban hành hoặc sửa đổi, bổ sung để thực hiện công tác thanh tra, giám sát;
đ) Quy chế kiểm toán nội bộ quỹ tín dụng nhân dân thành viên phải được Hội đồng quản trị phê duyệt và đảm bảo hỗ trợ cho hoạt động của quỹ tín dụng nhân dân thành viên. Quy chế kiểm toán nội bộ quỹ tín dụng nhân dân có tối thiểu các nội dung sau:
(i). Đối tượng thực hiện kiểm toán nội bộ;
(ii). Nội dung, mục đích, nguyên tắc, phạm vi kiểm toán nội bộ;
(iii) Quy trình thực hiện kiểm toán nội bộ phải đảm bảo yêu cầu về bảo mật thông tin đối với hoạt động của quỹ tín dụng nhân dân thành viên;
(iv) Thành phần đoàn kiểm toán nội bộ;
(v) Thời hạn kiểm toán nội bộ;
(vi) Quyền và trách nhiệm của các bên có liên quan.",content.csv,"Thông tư số 27/2024/TT-NHNN Quy định về việc ngân hàng hợp tác xã, việc trích nộp, quản lý và sử dụng Quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân",Thông tư,Chương II,Mục 4,Điều 17,Khoản 6,01/07/2024,Hết hiệu lực một phần,27/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,28/06/2024,"Thanh tra, giám sát ngân hàng",Ngân hàng,Đào Minh Tú,Phó Thống đốc,"[""Admin"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff""]"
168220_chunk_030,168220,"7. Cử nhân sự để giữ chức danh Chủ tịch Hội đồng quản trị, Giám đốc và Phó Giám đốc của quỹ tín dụng nhân dân được can thiệp sớm hoặc quỹ tín dụng nhân dân được kiểm soát đặc biệt khi Ngân hàng Nhà nước chi nhánh tỉnh, thành phố nơi có quỹ tín dụng nhân dân yêu cầu.
Nhân sự dự kiến cử phải đáp ứng các quy định về tiêu chuẩn, điều kiện giữ các chức danh được cử theo quy định về tiêu chuẩn, điều kiện đối với Chủ tịch Hội đồng quản trị, Giám đốc và Phó Giám đốc của quỹ tín dụng nhân dân, trừ điều kiện phải là thành viên của quỹ tín dụng nhân dân.",content.csv,"Thông tư số 27/2024/TT-NHNN Quy định về việc ngân hàng hợp tác xã, việc trích nộp, quản lý và sử dụng Quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân",Thông tư,Chương II,Mục 4,Điều 17,Khoản 7,01/07/2024,Hết hiệu lực một phần,27/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,28/06/2024,"Thanh tra, giám sát ngân hàng",Ngân hàng,Đào Minh Tú,Phó Thống đốc,"[""Admin"", ""HR"", ""Legal_Officer""]"
168220_chunk_031,168220,"8. Ban hành, công bố mẫu sổ tiết kiệm trắng và cung cấp sổ tiết kiệm trắng cho quỹ tín dụng nhân dân để nhận tiền gửi tiết kiệm của khách hàng theo các yêu cầu và nội dung sau:
a) Sổ tiết kiệm trắng phải có yếu tố chống làm giả, số seri bảo đảm phục vụ cho yêu cầu thống kê, quản lý;
b) Đầu mối triển khai và đảm bảo an toàn trong việc in, quản lý, cung cấp sổ tiết kiệm trắng cho quỹ tín dụng nhân dân;
c) Ban hành quy định về việc cung cấp sổ tiết kiệm trắng cho các quỹ tín dụng nhân dân để thực hiện thống nhất. Quy định cung cấp sổ tiết kiệm trắng phải bao gồm tối thiểu các nội dung sau đây:
(i) Giá bán bảo đảm nguyên tắc bù đắp chi phí in, vận chuyển sổ tiết kiệm trắng, không vì mục tiêu lợi nhuận và được công khai, minh bạch;
(ii) Quy trình đăng ký nhu cầu, cung cấp sổ tiết kiệm trắng cho quỹ tín dụng nhân dân, bảo đảm cung cấp kịp thời, đầy đủ sổ tiết kiệm trắng theo đăng ký của quỹ tín dụng nhân dân và phục vụ cho việc giám sát của Ngân hàng Nhà nước chi nhánh tỉnh, thành phố;
(iii) Quy định về việc nhập, xuất, bảo quản, kiểm kê, quản lý sổ tiết kiệm trắng theo quy định của pháp luật;
d) Trước ngày 10 hằng tháng hoặc khi có yêu cầu, báo cáo Ngân hàng Nhà nước chi nhánh tỉnh, thành phố về tình hình cung cấp sổ tiết kiệm trắng cho quỹ tín dụng nhân dân trên địa bàn tỉnh, thành phố của tháng trước liền kề theo mẫu quy định tại Phụ lục số 02 ban hành kèm theo Thông tư này.",content.csv,"Thông tư số 27/2024/TT-NHNN Quy định về việc ngân hàng hợp tác xã, việc trích nộp, quản lý và sử dụng Quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân",Thông tư,Chương II,Mục 4,Điều 17,Khoản 8,01/07/2024,Hết hiệu lực một phần,27/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,28/06/2024,"Thanh tra, giám sát ngân hàng",Ngân hàng,Đào Minh Tú,Phó Thống đốc,"[""Admin"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff""]"
168220_chunk_032,168220,9. Các hoạt động kinh doanh khác quy định tại Điều 21 Thông tư này.,content.csv,"Thông tư số 27/2024/TT-NHNN Quy định về việc ngân hàng hợp tác xã, việc trích nộp, quản lý và sử dụng Quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân",Thông tư,Chương II,Mục 4,Điều 17,Khoản 9,01/07/2024,Hết hiệu lực một phần,27/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,28/06/2024,"Thanh tra, giám sát ngân hàng",Ngân hàng,Đào Minh Tú,Phó Thống đốc,"[""Admin"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff""]"
168220_chunk_033,168220,"Điều 18. Hoạt động đối với khách hàng không phải là quỹ tín dụng nhân dân thành viên
1. Nhận tiền gửi không kỳ hạn, tiền gửi có kỳ hạn, tiền gửi tiết kiệm, phát hành chứng chỉ tiền gửi.
2. Cấp tín dụng dưới các hình thức sau đây:
a) Cho vay.
Ngân hàng hợp tác xã cho vay đối với khách hàng không phải là quỹ tín dụng nhân dân thành viên khi đã ưu tiên đáp ứng nhu cầu điều hòa vốn của quỹ tín dụng nhân dân thành viên. Trong trường hợp cần thiết, Ngân hàng Nhà nước quyết định hạn chế việc cấp tín dụng của ngân hàng hợp tác xã đối với khách hàng không phải là quỹ tín dụng nhân dân thành viên;
b) Thư tín dụng;
c) Chiết khấu, tái chiết khấu công cụ chuyển nhượng và giấy tờ có giá khác;
d) Bảo lãnh ngân hàng;
đ) Phát hành thẻ tín dụng.
3. Mở tài khoản thanh toán cho khách hàng.
4. Cung ứng các phương tiện thanh toán.
5. Cung ứng dịch vụ thanh toán qua tài khoản trong nước, bao gồm: séc, lệnh chi, ủy nhiệm chi, nhờ thu, ủy nhiệm thu, chuyển tiền, thẻ ngân hàng, dịch vụ thu hộ và chi hộ.
6. Các dịch vụ khác liên quan đến thư tín dụng.
7. Các hoạt động kinh doanh khác quy định tại Điều 21 Thông tư này.",content.csv,"Thông tư số 27/2024/TT-NHNN Quy định về việc ngân hàng hợp tác xã, việc trích nộp, quản lý và sử dụng Quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân",Thông tư,Chương II,Mục 4,Điều 18,,01/07/2024,Hết hiệu lực một phần,27/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,28/06/2024,"Thanh tra, giám sát ngân hàng",Ngân hàng,Đào Minh Tú,Phó Thống đốc,"[""Admin"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff""]"
168220_chunk_034,168220,"Điều 19. Vay, gửi tiền, mua, bán giấy tờ có giá
1. Vay Ngân hàng Nhà nước dưới hình thức tái cấp vốn theo quy định của Luật Ngân hàng Nhà nước Việt Nam.
2. Mua, bán giấy tờ có giá với Ngân hàng Nhà nước theo quy định của Luật Ngân hàng Nhà nước Việt Nam.
3. Cho vay, vay, gửi tiền, nhận tiền gửi, mua, bán có kỳ hạn giấy tờ có giá với tổ chức tín dụng, chi nhánh ngân hàng nước ngoài theo quy định của Thống đốc Ngân hàng Nhà nước.
4. Vay nước ngoài theo quy định của pháp luật.",content.csv,"Thông tư số 27/2024/TT-NHNN Quy định về việc ngân hàng hợp tác xã, việc trích nộp, quản lý và sử dụng Quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân",Thông tư,Chương II,Mục 4,Điều 19,,01/07/2024,Hết hiệu lực một phần,27/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,28/06/2024,"Thanh tra, giám sát ngân hàng",Ngân hàng,Đào Minh Tú,Phó Thống đốc,"[""Admin"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff""]"
168220_chunk_035,168220,"Điều 20. Mở tài khoản, tổ chức và tham gia hệ thống thanh toán
1. Mở tài khoản thanh toán tại Ngân hàng Nhà nước.
2. Mở tài khoản tại tổ chức tín dụng được cung ứng dịch vụ thanh toán qua tài khoản.
3. Tổ chức thanh toán nội bộ, tham gia hệ thống thanh toán liên ngân hàng quốc gia.",content.csv,"Thông tư số 27/2024/TT-NHNN Quy định về việc ngân hàng hợp tác xã, việc trích nộp, quản lý và sử dụng Quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân",Thông tư,Chương II,Mục 4,Điều 20,,01/07/2024,Hết hiệu lực một phần,27/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,28/06/2024,"Thanh tra, giám sát ngân hàng",Ngân hàng,Đào Minh Tú,Phó Thống đốc,"[""Admin"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff""]"
168220_chunk_036,168220,"Điều 21. Hoạt động kinh doanh khác
1. Ngân hàng hợp tác xã được thực hiện các hoạt động kinh doanh khác theo quy định của Thống đốc Ngân hàng Nhà nước:
a) Dịch vụ quản lý tiền mặt; dịch vụ ngân quỹ cho tổ chức tín dụng, chi nhánh ngân hàng nước ngoài; dịch vụ bảo quản tài sản, cho thuê tủ, két an toàn;
b) Cung ứng dịch vụ thanh toán không qua tài khoản bao gồm: dịch vụ chuyển tiền, thu hộ, chi hộ và các dịch vụ thanh toán không qua tài khoản khác;
c) Tư vấn về hoạt động ngân hàng và hoạt động kinh doanh khác quy định trong Giấy phép.
d) Ủy thác, nhận ủy thác, đại lý trong hoạt động ngân hàng, giao đại lý thanh toán.
2. Ngân hàng hợp tác xã được thực hiện các hoạt động kinh doanh khác sau theo quy định của pháp luật có liên quan:
a) Mua, bán trái phiếu Chính phủ;
b) Phát hành trái phiếu.
3. Đại lý bảo hiểm theo quy định sau:
a) Khi Giấy phép mà Ngân hàng Nhà nước cấp cho ngân hàng hợp tác xã có nội dung hoạt động đại lý bảo hiểm, ngân hàng hợp tác xã được thực hiện hoạt động đại lý bảo hiểm đối với các loại hình bảo hiểm theo quy định của Luật Kinh doanh bảo hiểm;
b) Khi thực hiện hoạt động đại lý bảo hiểm, ngân hàng hợp tác xã phải tuân thủ các quy định của pháp luật về kinh doanh bảo hiểm và quy định của pháp luật có liên quan.",content.csv,"Thông tư số 27/2024/TT-NHNN Quy định về việc ngân hàng hợp tác xã, việc trích nộp, quản lý và sử dụng Quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân",Thông tư,Chương II,Mục 4,Điều 21,,01/07/2024,Hết hiệu lực một phần,27/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,28/06/2024,"Thanh tra, giám sát ngân hàng",Ngân hàng,Đào Minh Tú,Phó Thống đốc,"[""Admin"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff""]"
168220_chunk_037,168220,"Mục 5
QUYỀN HẠN, TRÁCH NHIỆM CỦA NGÂN HÀNG HỢP TÁC XÃ",content.csv,"Thông tư số 27/2024/TT-NHNN Quy định về việc ngân hàng hợp tác xã, việc trích nộp, quản lý và sử dụng Quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân",Thông tư,Chương II,Mục 5,,,01/07/2024,Hết hiệu lực một phần,27/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,28/06/2024,"Thanh tra, giám sát ngân hàng",Ngân hàng,Đào Minh Tú,Phó Thống đốc,"[""Admin"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff""]"
168220_chunk_038,168220,"Điều 22. Quyền hạn
1. Được Ngân hàng Nhà nước cung cấp thông tin liên quan đến hoạt động của quỹ tín dụng nhân dân.
2. Yêu cầu quỹ tín dụng nhân dân cung cấp thông tin, báo cáo phục vụ cho mục đích điều hòa vốn, kiểm toán nội bộ và kiểm tra, giám sát an toàn hệ thống.
3. Các quyền hạn khác theo quy định tại Điều lệ và Thông tư này.",content.csv,"Thông tư số 27/2024/TT-NHNN Quy định về việc ngân hàng hợp tác xã, việc trích nộp, quản lý và sử dụng Quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân",Thông tư,Chương II,Mục 5,Điều 22,,01/07/2024,Hết hiệu lực một phần,27/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,28/06/2024,"Thanh tra, giám sát ngân hàng",Ngân hàng,Đào Minh Tú,Phó Thống đốc,"[""Admin"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff""]"
168220_chunk_039,168220,"Điều 23. Trách nhiệm
1. Hướng dẫn, đào tạo nghiệp vụ ngân hàng, công nghệ thông tin đối với quỹ tín dụng nhân dân thành viên.
2. Hỗ trợ các hoạt động ngân hàng cho quỹ tín dụng nhân dân thành viên theo quy định của pháp luật.
3. Ban hành Quy chế điều hòa vốn, Quy chế kiểm tra, giám sát quỹ tín dụng nhân dân, Quy chế kiểm toán nội bộ quỹ tín dụng nhân dân theo quy định tại khoản 1, khoản 5 và khoản 6 Điều 17 Thông tư này.
4. Cử nhân sự để giữ chức danh Chủ tịch Hội đồng quản trị, Giám đốc và Phó Giám đốc của quỹ tín dụng nhân dân theo quy định tại khoản 7 Điều 17 Thông tư này.
5. Tham gia xử lý đối với quỹ tín dụng nhân dân thành viên gặp khó khăn hoặc có dấu hiệu mất an toàn trong hoạt động theo quy định của pháp luật.
6. Các trách nhiệm khác theo quy định của Điều lệ và Thông tư này.",content.csv,"Thông tư số 27/2024/TT-NHNN Quy định về việc ngân hàng hợp tác xã, việc trích nộp, quản lý và sử dụng Quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân",Thông tư,Chương II,Mục 5,Điều 23,,01/07/2024,Hết hiệu lực một phần,27/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,28/06/2024,"Thanh tra, giám sát ngân hàng",Ngân hàng,Đào Minh Tú,Phó Thống đốc,"[""Admin"", ""HR"", ""Legal_Officer""]"
168220_chunk_040,168220,"Mục 6
TRÍCH NỘP, QUẢN LÝ, SỬ DỤNG QUỸ BẢO ĐẢM AN TOÀN HỆ
THỐNG QUỸ TÍN DỤNG NHÂN DÂN",content.csv,"Thông tư số 27/2024/TT-NHNN Quy định về việc ngân hàng hợp tác xã, việc trích nộp, quản lý và sử dụng Quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân",Thông tư,Chương II,Mục 6,,,01/07/2024,Hết hiệu lực một phần,27/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,28/06/2024,"Thanh tra, giám sát ngân hàng",Ngân hàng,Đào Minh Tú,Phó Thống đốc,"[""Admin"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff""]"
168220_chunk_041,168220,"Điều 24. Nguyên tắc quản lý Quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân
1. Quỹ bảo toàn được sử dụng theo nguyên tắc cho vay có hoàn trả, không vì mục tiêu lợi nhuận, tự chủ, tự chịu trách nhiệm.
2. Chi phí liên quan đến việc sử dụng Quỹ bảo toàn được bù đắp từ lãi cho vay, đầu tư của Quỹ bảo toàn.
3. Nguồn vốn nhàn rỗi của Quỹ bảo toàn được sử dụng trên nguyên tắc đảm bảo an toàn nguồn vốn và đáp ứng yêu cầu cho vay hỗ trợ các quỹ tín dụng nhân dân.",content.csv,"Thông tư số 27/2024/TT-NHNN Quy định về việc ngân hàng hợp tác xã, việc trích nộp, quản lý và sử dụng Quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân",Thông tư,Chương II,Mục 6,Điều 24,,01/07/2024,Hết hiệu lực một phần,27/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,28/06/2024,"Thanh tra, giám sát ngân hàng",Ngân hàng,Đào Minh Tú,Phó Thống đốc,"[""Admin"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff""]"
168220_chunk_042,168220,"Điều 25. Trích nộp Quỹ bảo toàn
1. Ngân hàng hợp tác xã, quỹ tín dụng nhân dân có trách nhiệm trích nộp phí tham gia đầy đủ, đúng hạn vào Quỹ bảo toàn một năm một lần trước ngày 31/01 của năm tiếp theo.
2. Việc trích nộp Quỹ bảo toàn theo quy định tại khoản 1 Điều này được thực hiện như sau:
a) Mức phí trích nộp hằng năm bằng 0,05% dư nợ cho vay bình quân năm liền kề trước kết thúc vào ngày 31/12 của ngân hàng hợp tác xã, quỹ tín dụng nhân dân, trong đó dư nợ cho vay bình quân năm được tính bằng tổng dư nợ cho vay (nhóm 1 và nhóm 2 theo quy định về phân loại nợ của Thống đốc Ngân hàng Nhà nước đối với ngân hàng hợp tác xã và quỹ tín dụng nhân dân) tại thời điểm cuối mỗi tháng trong năm chia cho số tháng phải tính thực tế. Đối với ngân hàng hợp tác xã, số dư nợ cho vay tại thời điểm cuối mỗi tháng được loại trừ phần dư nợ cho vay điều hòa vốn đối với các quỹ tín dụng nhân dân thành viên;
b) Việc trích nộp Quỹ bảo toàn của năm tài chính chỉ được thực hiện khi tổng nguồn vốn hoạt động của Quỹ bảo toàn trước khi trích nộp thấp hơn 1,5% tổng tài sản có của hệ thống quỹ tín dụng nhân dân. Trường hợp sau khi trích nộp Quỹ bảo toàn của năm tài chính dẫn đến tổng nguồn vốn hoạt động của Quỹ bảo toàn cao hơn hoặc bằng 1,5% tổng tài sản có của hệ thống quỹ tín dụng nhân dân thì ngân hàng hợp tác xã, quỹ tín dụng nhân dân vẫn thực hiện trích nộp Quỹ bảo toàn đối với năm tài chính đó;
c) Số tiền trích nộp Quỹ bảo toàn được hạch toán vào chi phí hoạt động của ngân hàng hợp tác xã, quỹ tín dụng nhân dân.
3. Chênh lệch thu từ lãi và chi phí trong hoạt động của Quỹ bảo toàn được sử dụng bổ sung Quỹ bảo toàn.",content.csv,"Thông tư số 27/2024/TT-NHNN Quy định về việc ngân hàng hợp tác xã, việc trích nộp, quản lý và sử dụng Quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân",Thông tư,Chương II,Mục 6,Điều 25,,01/07/2024,Hết hiệu lực một phần,27/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,28/06/2024,"Thanh tra, giám sát ngân hàng",Ngân hàng,Đào Minh Tú,Phó Thống đốc,"[""Admin"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff""]"
168220_chunk_043,168220,"Điều 26. Quản lý Quỹ bảo toàn
1. Quỹ bảo toàn được quản lý, sử dụng trong toàn hệ thống quỹ tín dụng nhân dân theo Quy chế quản lý và sử dụng Quỹ bảo toàn do ngân hàng hợp tác xã xây dựng, ban hành và được Đại hội thành viên ngân hàng hợp tác xã thông qua. Việc sửa đổi, bổ sung Quy chế quản lý và sử dụng Quỹ bảo toàn phải được Đại hội thành viên ngân hàng hợp tác xã thông qua.
Trong vòng 07 ngày làm việc kể từ ngày Quy chế quản lý và sử dụng Quỹ bảo toàn được ban hành hoặc sửa đổi, bổ sung, ngân hàng hợp tác xã có trách nhiệm gửi Ngân hàng Nhà nước (Cơ quan Thanh tra, giám sát ngân hàng) quy chế và nội dung sửa đổi, bổ sung để Ngân hàng Nhà nước thực hiện công tác thanh tra, giám sát.
2. Quy chế quản lý và sử dụng Quỹ bảo toàn tối thiểu phải có các nội dung sau:
a) Nguyên tắc quản lý, sử dụng Quỹ bảo toàn theo quy định tại Điều 24 và Điều 27 Thông tư này;
b) Các quy định cụ thể về việc sử dụng Quỹ bảo toàn, trong đó:
(i) Các trường hợp cho vay hỗ trợ theo quy định tại khoản 1 Điều 27 Thông tư này;
(ii) Trình tự, hồ sơ đề nghị cho vay hỗ trợ;
(iii) Mức cho vay hỗ trợ; thời hạn cho vay hỗ trợ; lãi suất cho vay hỗ trợ; các cam kết khi nhận cho vay hỗ trợ (bao gồm cả trường hợp cho vay theo quy định tại điểm c khoản 2 Điều 159 và điểm c khoản 2 Điều 171 Luật Các tổ chức tín dụng);
c) Cơ chế giải ngân nguồn vốn cho vay hỗ trợ;
d) Các biện pháp theo dõi; cơ chế kiểm tra, giám sát việc sử dụng vốn vay của quỹ tín dụng nhân dân được hỗ trợ;
đ) Các trường hợp miễn, giảm phí tham gia vào Quỹ bảo toàn;
e) Nguyên tắc, điều kiện, thẩm quyền xử lý rủi ro đối với các khoản cho vay hỗ trợ không thu hồi được vốn;
g) Việc sử dụng nguồn vốn tạm thời nhàn rỗi của Quỹ bảo toàn;
h) Cơ chế thu, chi tài chính phục vụ cho hoạt động của Quỹ bảo toàn theo quy định của pháp luật có liên quan;
i) Quy định chế độ báo cáo của các quỹ tín dụng nhân dân được vay hỗ trợ.",content.csv,"Thông tư số 27/2024/TT-NHNN Quy định về việc ngân hàng hợp tác xã, việc trích nộp, quản lý và sử dụng Quỹ bảo đảm an toàn hệ thống quỹ tín dụng nhân dân",Thông tư,Chương II,Mục 6,Điều 26,,01/07/2024,Hết hiệu lực một phần,27/2024/TT-NHNN,Ngân hàng Nhà nước Việt Nam,28/06/2024,"Thanh tra, giám sát ngân hàng",Ngân hàng,Đào Minh Tú,Phó Thống đốc,"[""Admin"", ""Risk_Manager"", ""Legal_Officer"", ""Bank_Staff"", ""Staff""]"
